id,premium,name,department,has_test,response_letter_required,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,contacts,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,area.id,area.name,area.url,salary.from,salary.to,salary.currency,salary.gross,type.id,type.name,employer.id,employer.name,employer.url,employer.alternate_url,employer.logo_urls.original,employer.logo_urls.90,employer.logo_urls.240,employer.vacancies_url,employer.trusted,snippet.requirement,snippet.responsibility,schedule.id,schedule.name,salary,department.id,department.name,address.city,address.street,address.building,address.lat,address.lng,address.description,address.raw,address.metro,address.metro_stations,address.id,employer.logo_urls,address.metro.station_name,address.metro.line_name,address.metro.station_id,address.metro.line_id,address.metro.lat,address.metro.lng,insider_interview.id,insider_interview.url
77448260,False,Lead Data Engineer,,False,False,,,,2023-02-27T18:05:44+0300,2023-02-27T18:05:44+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77448260,,https://api.hh.ru/vacancies/77448260?host=hh.ru,,https://hh.ru/vacancy/77448260,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,500000.0,RUR,False,open,Открытая,5174849,Wanted,https://api.hh.ru/employers/5174849,https://hh.ru/employer/5174849,https://hhcdn.ru/employer-logo-original/999319.png,https://hhcdn.ru/employer-logo/5618064.png,https://hhcdn.ru/employer-logo/5618065.png,https://api.hh.ru/vacancies?employer_id=5174849,True,"С прошлого года активно развиваем новую область компетенций - рекомендательные ML системы, уже успешно реализовали проект для крупного заказчика в сфере...",...обучения и участвовать в их продукционализации совместно с <highlighttext>Data</highlighttext> Science командой. Разрабатывать продукт в команде и развивать отдел <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext>.,flexible,Гибкий график,,,,,,,,,,,,,,,,,,,,,,
77015802,False,Data Engineer,,False,False,,,,2023-02-27T13:42:42+0300,2023-02-27T13:42:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77015802,,https://api.hh.ru/vacancies/77015802?host=hh.ru,,https://hh.ru/vacancy/77015802,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,200000.0,280000.0,RUR,True,open,Открытая,4759060,HR Prime,https://api.hh.ru/employers/4759060,https://hh.ru/employer/4759060,https://hhcdn.ru/employer-logo-original/792449.jpg,https://hhcdn.ru/employer-logo/3610683.jpeg,https://hhcdn.ru/employer-logo/3610684.jpeg,https://api.hh.ru/vacancies?employer_id=4759060,True,Хороший уровень работы с БД. Опыт с Python. Опыт работы с ClickHouse.,Поддержание работоспособности платформы. Разработка новых инструментов. Создание новых витрин данных.,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
75921771,False,Data engineer,,False,True,,,,2023-02-26T11:56:26+0300,2023-02-26T11:56:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=75921771,,https://api.hh.ru/vacancies/75921771?host=hh.ru,,https://hh.ru/vacancy/75921771,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,200000.0,250000.0,RUR,False,open,Открытая,30486,РВИ,https://api.hh.ru/employers/30486,https://hh.ru/employer/30486,https://hhcdn.ru/employer-logo-original/225674.gif,https://hhcdn.ru/employer-logo/315944.png,https://hhcdn.ru/employer-logo/388801.png,https://api.hh.ru/vacancies?employer_id=30486,True,"Высшее техническое образование, предпочтительные профили: экономика/финансы/математика/физика. Знание специализированных программных средств для работы с базами данных. ","Системный анализ, инженерная аналитика. Разработке архитектуры данных и структур баз данных. Работа с базами данных, формирование логики наполнения и хранения...",fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
77334669,False,Аналитик данных / Data Analyst,,False,False,,,,2023-02-25T15:52:21+0300,2023-02-25T15:52:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77334669,,https://api.hh.ru/vacancies/77334669?host=hh.ru,,https://hh.ru/vacancy/77334669,[],,[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,1,Москва,https://api.hh.ru/areas/1,160000.0,200000.0,RUR,False,open,Открытая,678191,Юрент,https://api.hh.ru/employers/678191,https://hh.ru/employer/678191,https://hhcdn.ru/employer-logo-original/838366.png,https://hhcdn.ru/employer-logo/3794347.png,https://hhcdn.ru/employer-logo/3794348.png,https://api.hh.ru/vacancies?employer_id=678191,True,"Высшее техническое или экономическое образование. Опыт от 3-х лет в роли Аналитика данных, Системного аналитика. Отличные знания SQL и...","Разработка и валидация новых метрик. Взаимодействие с владельцами продукта, BI-<highlighttext>Engineer</highlighttext>, DE, основными стейкхолдерами. Формирование ТЗ на изменение/создание витрин...",remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
77478355,False,Стажер Data Engineer,,False,False,,,,2023-02-28T12:12:46+0300,2023-02-28T12:12:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77478355,,https://api.hh.ru/vacancies/77478355?host=hh.ru,,https://hh.ru/vacancy/77478355,[],,[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,3529,СБЕР,https://api.hh.ru/employers/3529,https://hh.ru/employer/3529,https://hhcdn.ru/employer-logo-original/1033849.png,https://hhcdn.ru/employer-logo/5756156.png,https://hhcdn.ru/employer-logo/5756157.png,https://api.hh.ru/vacancies?employer_id=3529,True,"Желательно: Знание основных понятий и концепций из области <highlighttext>Data</highlighttext> Warehousing. Базовые знания стека технологий Big <highlighttext>Data</highlighttext> (Hadoop, Spark, Hive/Impala). ","Мы команда, которая занимается созданием витрин данных и реализацией онлайн-обработки данных на платформе Hadoop, настройкой интеграционных процессов для запусков...",fullDay,Полный день,,3529-3529-prof,Сбер для экспертов,,,,,,,,,,,,,,,,,,,
74376536,False,Data scientist,,False,False,,,,2023-02-26T13:01:29+0300,2023-02-26T13:01:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=74376536,,https://api.hh.ru/vacancies/74376536?host=hh.ru,,https://hh.ru/vacancy/74376536,[],,[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,1,Москва,https://api.hh.ru/areas/1,200000.0,240000.0,RUR,False,open,Открытая,606,Астор,https://api.hh.ru/employers/606,https://hh.ru/employer/606,https://hhcdn.ru/employer-logo-original/895922.png,https://hhcdn.ru/employer-logo/4024375.png,https://hhcdn.ru/employer-logo/4024376.png,https://api.hh.ru/vacancies?employer_id=606,True,Опыт работы на позиции <highlighttext>data</highlighttext> scientist от 2ух лет. Знание основных алгоритмов и метрик машинного обучения. Ключевые навыки: Python...,"Полный цикл (<highlighttext>data</highlighttext> collection, feature <highlighttext>engineering</highlighttext>, model fitting, model management, visualization, model serving) создания набора моделей на основе транзакционной и...",remote,Удаленная работа,,,,Москва,Походный проезд,14,55.838091,37.417167,,"Москва, Походный проезд, 14",,[],953346,,,,,,,,,
77113559,False,Data Engineer,,False,False,,,,2023-02-26T09:22:31+0300,2023-02-26T09:22:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77113559,,https://api.hh.ru/vacancies/77113559?host=hh.ru,,https://hh.ru/vacancy/77113559,[],,[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,1,Москва,https://api.hh.ru/areas/1,150000.0,,RUR,False,open,Открытая,839098,Автомакон,https://api.hh.ru/employers/839098,https://hh.ru/employer/839098,https://hhcdn.ru/employer-logo-original/945183.png,https://hhcdn.ru/employer-logo/4221268.png,https://hhcdn.ru/employer-logo/4221269.png,https://api.hh.ru/vacancies?employer_id=839098,True,Уверенные знания SQL и опыт работы с базами данных. Уверенный опыт программирования на Python. Опыт работы с Apache Airflow. ,"Извлечение, преобразование, загрузка данных и их обработка (ETL/ELT). Формирование отчетов, визуализация данных. Создание и развитие процессов управления данными и...",remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
76921562,False,Data-engeneer/Дата-инженер (Middle),,False,False,,,,2023-02-28T13:26:13+0300,2023-02-28T13:26:13+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=76921562,,https://api.hh.ru/vacancies/76921562?host=hh.ru,,https://hh.ru/vacancy/76921562,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,250000.0,300000.0,RUR,True,open,Открытая,5202841,Платформа Больших Данных,https://api.hh.ru/employers/5202841,https://hh.ru/employer/5202841,https://hhcdn.ru/employer-logo-original/879255.png,https://hhcdn.ru/employer-logo/3957895.png,https://hhcdn.ru/employer-logo/3957896.png,https://api.hh.ru/vacancies?employer_id=5202841,True,Понимание и интерес к области больших данных. Понимание и интерес к <highlighttext>data</highlighttext> science решениям и ML. Опыт работы с NiFi...,"Мероприятия для поддержания хорошего настроения (корпоративы, презентации новых IT-продуктов, сюрпризы). ∙ Разработка архитектуры решений по загрузке данных в кластер. ∙ ",remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
77329747,False,Data engineer (middle+),,False,False,,,,2023-02-28T14:17:05+0300,2023-02-28T14:17:05+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77329747,,https://api.hh.ru/vacancies/77329747?host=hh.ru,,https://hh.ru/vacancy/77329747,[],,[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,1,Москва,https://api.hh.ru/areas/1,,350000.0,RUR,False,open,Открытая,6116362,Мамаева Ирина Анатольевна,https://api.hh.ru/employers/6116362,https://hh.ru/employer/6116362,,,,https://api.hh.ru/vacancies?employer_id=6116362,True,"Уверенные знания Python 3+ (структуры данных, алгоритмы, концепции языка). Уверенные знания SQL: агрегации, джойны, вложенные запросы, индексы, оптимизации запросов. ","Разработка и развитие платформы прогнозирования - архитектура и реализация инструментов для построения ML-пайплайнов (подготовка данных, сбор фичей, обучение моделей, применение...",remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
77279957,False,Data Engineer,,False,False,,,,2023-02-28T14:26:25+0300,2023-02-28T14:26:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77279957,,https://api.hh.ru/vacancies/77279957?host=hh.ru,,https://hh.ru/vacancy/77279957,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,280000.0,RUR,True,open,Открытая,2748,Ростелеком,https://api.hh.ru/employers/2748,https://hh.ru/employer/2748,https://hhcdn.ru/employer-logo-original/592930.jpg,https://hhcdn.ru/employer-logo/2812975.jpeg,https://hhcdn.ru/employer-logo/2812976.jpeg,https://api.hh.ru/vacancies?employer_id=2748,True,Опыт работы на позиции <highlighttext>инженера</highlighttext> данных/разработчика БД/ETL от 2 лет. Знание архитектурных принципов построения корпоративных хранилищ данных. ,"Разработка архитектуры доставки, хранения и обработки данных. Разработка ETL процессов, их оркестрация и поддержка. Активное участие в развитие инфраструктуры команды. ",fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
